timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/04/12 14:34:31.004, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:34:36.004, 0, NVIDIA L40S, 100 %, 58 %, 20479 MiB, 46068 MiB
2026/04/12 14:34:41.005, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:34:46.005, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:34:51.005, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:34:56.006, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:35:01.006, 0, NVIDIA L40S, 97 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:35:06.007, 0, NVIDIA L40S, 100 %, 58 %, 20479 MiB, 46068 MiB
2026/04/12 14:35:11.007, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:35:16.008, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:35:21.008, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:35:26.008, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:35:31.009, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:35:36.009, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:35:41.009, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:35:46.010, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:35:51.010, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:35:56.011, 0, NVIDIA L40S, 100 %, 48 %, 20479 MiB, 46068 MiB
2026/04/12 14:36:01.011, 0, NVIDIA L40S, 100 %, 57 %, 20479 MiB, 46068 MiB
2026/04/12 14:36:06.011, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:36:11.012, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:36:16.012, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:36:21.013, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:36:26.013, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:36:31.014, 0, NVIDIA L40S, 100 %, 59 %, 20479 MiB, 46068 MiB
2026/04/12 14:36:36.014, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:36:41.014, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:36:46.015, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:36:51.015, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:36:56.016, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:37:01.016, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:37:06.016, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:37:11.017, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:37:16.017, 0, NVIDIA L40S, 98 %, 98 %, 20479 MiB, 46068 MiB
2026/04/12 14:37:21.018, 0, NVIDIA L40S, 97 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:37:26.018, 0, NVIDIA L40S, 99 %, 79 %, 20479 MiB, 46068 MiB
2026/04/12 14:37:31.018, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:37:36.019, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:37:41.019, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:37:46.020, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:37:51.020, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:37:56.021, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:38:01.021, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:38:06.021, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:38:11.022, 0, NVIDIA L40S, 97 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:38:16.022, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:38:21.023, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:38:26.023, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:38:31.024, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:38:36.024, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:38:41.024, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:38:46.025, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:38:51.025, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:38:56.026, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:39:01.026, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:39:06.026, 0, NVIDIA L40S, 100 %, 53 %, 20479 MiB, 46068 MiB
2026/04/12 14:39:11.027, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:39:16.027, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:39:21.028, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:39:26.028, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:39:31.029, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:39:36.029, 0, NVIDIA L40S, 100 %, 56 %, 20479 MiB, 46068 MiB
2026/04/12 14:39:41.029, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:39:46.030, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:39:51.030, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:39:56.031, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:40:01.031, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:40:06.031, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:40:11.032, 0, NVIDIA L40S, 100 %, 56 %, 20479 MiB, 46068 MiB
2026/04/12 14:40:16.032, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:40:21.033, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:40:26.033, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:40:31.034, 0, NVIDIA L40S, 100 %, 52 %, 20479 MiB, 46068 MiB
2026/04/12 14:40:36.034, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:40:41.034, 0, NVIDIA L40S, 86 %, 88 %, 20479 MiB, 46068 MiB
2026/04/12 14:40:46.035, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:40:51.035, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:40:56.036, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:41:01.036, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:41:06.036, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:41:11.037, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:41:16.037, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:41:21.038, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:41:26.038, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:41:31.039, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:41:36.039, 0, NVIDIA L40S, 100 %, 55 %, 20479 MiB, 46068 MiB
2026/04/12 14:41:41.039, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:41:46.040, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:41:51.040, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:41:56.041, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:42:01.041, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:42:06.041, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:42:11.042, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:42:16.042, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:42:21.043, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:42:26.043, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:42:31.044, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:42:36.044, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:42:41.044, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:42:46.045, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:42:51.045, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:42:56.046, 0, NVIDIA L40S, 100 %, 57 %, 20479 MiB, 46068 MiB
2026/04/12 14:43:01.046, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:43:06.046, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:43:11.047, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:43:16.047, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:43:21.048, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:43:26.048, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:43:31.049, 0, NVIDIA L40S, 98 %, 98 %, 20479 MiB, 46068 MiB
2026/04/12 14:43:36.049, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:43:41.049, 0, NVIDIA L40S, 100 %, 55 %, 20479 MiB, 46068 MiB
2026/04/12 14:43:46.050, 0, NVIDIA L40S, 100 %, 50 %, 20479 MiB, 46068 MiB
2026/04/12 14:43:51.050, 0, NVIDIA L40S, 100 %, 57 %, 20479 MiB, 46068 MiB
2026/04/12 14:43:56.051, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:44:01.051, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:44:06.051, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:44:11.052, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:44:16.052, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:44:21.053, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:44:26.053, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:44:31.054, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:44:36.054, 0, NVIDIA L40S, 97 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:44:41.055, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:44:46.055, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:44:51.055, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:44:56.056, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:45:01.056, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:45:06.057, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:45:11.057, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:45:16.058, 0, NVIDIA L40S, 100 %, 56 %, 20479 MiB, 46068 MiB
2026/04/12 14:45:21.058, 0, NVIDIA L40S, 100 %, 54 %, 20479 MiB, 46068 MiB
2026/04/12 14:45:26.058, 0, NVIDIA L40S, 100 %, 54 %, 20479 MiB, 46068 MiB
2026/04/12 14:45:31.059, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:45:36.059, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:45:41.060, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:45:46.060, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:45:51.060, 0, NVIDIA L40S, 98 %, 89 %, 20479 MiB, 46068 MiB
2026/04/12 14:45:56.061, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:46:01.061, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:46:06.062, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:46:11.062, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:46:16.063, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:46:21.063, 0, NVIDIA L40S, 98 %, 95 %, 20479 MiB, 46068 MiB
2026/04/12 14:46:26.064, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:46:31.064, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:46:36.064, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:46:41.065, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:46:46.065, 0, NVIDIA L40S, 91 %, 73 %, 20479 MiB, 46068 MiB
2026/04/12 14:46:51.066, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:46:56.066, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:47:01.067, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:47:06.067, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:47:11.067, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:47:16.068, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:47:21.068, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:47:26.069, 0, NVIDIA L40S, 100 %, 58 %, 20479 MiB, 46068 MiB
2026/04/12 14:47:31.069, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:47:36.069, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:47:41.070, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:47:46.070, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:47:51.071, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:47:56.071, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:48:01.071, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:48:06.072, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:48:11.072, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:48:16.073, 0, NVIDIA L40S, 100 %, 58 %, 20479 MiB, 46068 MiB
2026/04/12 14:48:21.073, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:48:26.073, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:48:31.074, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:48:36.074, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:48:41.075, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:48:46.075, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:48:51.075, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:48:56.076, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:49:01.076, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:49:06.077, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:49:11.077, 0, NVIDIA L40S, 97 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:49:16.078, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:49:21.078, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:49:26.079, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:49:31.079, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:49:36.079, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:49:41.080, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:49:46.080, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:49:51.081, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:49:56.081, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:50:01.081, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:50:06.082, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:50:11.082, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:50:16.083, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:50:21.083, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:50:26.084, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:50:31.084, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:50:36.084, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:50:41.085, 0, NVIDIA L40S, 100 %, 55 %, 20479 MiB, 46068 MiB
2026/04/12 14:50:46.085, 0, NVIDIA L40S, 98 %, 98 %, 20479 MiB, 46068 MiB
2026/04/12 14:50:51.086, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:50:56.086, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:51:01.086, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:51:06.087, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:51:11.087, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:51:16.088, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:51:21.088, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:51:26.089, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:51:31.089, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:51:36.089, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:51:41.090, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:51:46.090, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:51:51.091, 0, NVIDIA L40S, 100 %, 51 %, 20479 MiB, 46068 MiB
2026/04/12 14:51:56.091, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:52:01.091, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:52:06.092, 0, NVIDIA L40S, 99 %, 65 %, 20479 MiB, 46068 MiB
2026/04/12 14:52:11.092, 0, NVIDIA L40S, 100 %, 55 %, 20479 MiB, 46068 MiB
2026/04/12 14:52:16.093, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:52:21.093, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:52:26.094, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:52:31.094, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:52:36.094, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:52:41.095, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:52:46.095, 0, NVIDIA L40S, 100 %, 58 %, 20479 MiB, 46068 MiB
2026/04/12 14:52:51.096, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:52:56.096, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:53:01.096, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:53:06.097, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:53:11.097, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:53:16.098, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:53:21.098, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:53:26.098, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:53:31.099, 0, NVIDIA L40S, 91 %, 71 %, 20479 MiB, 46068 MiB
2026/04/12 14:53:36.099, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:53:41.100, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:53:46.100, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:53:51.100, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:53:56.101, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:54:01.101, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:54:06.102, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:54:11.102, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:54:16.102, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:54:21.103, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:54:26.103, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:54:31.104, 0, NVIDIA L40S, 100 %, 59 %, 20479 MiB, 46068 MiB
2026/04/12 14:54:36.104, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:54:41.105, 0, NVIDIA L40S, 100 %, 58 %, 20479 MiB, 46068 MiB
2026/04/12 14:54:46.105, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:54:51.106, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:54:56.106, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:55:01.106, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:55:06.107, 0, NVIDIA L40S, 98 %, 98 %, 20479 MiB, 46068 MiB
2026/04/12 14:55:11.107, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:55:16.108, 0, NVIDIA L40S, 98 %, 97 %, 20479 MiB, 46068 MiB
2026/04/12 14:55:21.108, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:55:26.108, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:55:31.109, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:55:36.109, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:55:41.110, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:55:46.110, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:55:51.111, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:55:56.111, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
