timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/04/12 14:56:01.111, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:56:06.112, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:56:11.112, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:56:16.113, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:56:21.113, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:56:26.114, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:56:31.114, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:56:36.114, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:56:41.115, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:56:46.115, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:56:51.116, 0, NVIDIA L40S, 100 %, 51 %, 20479 MiB, 46068 MiB
2026/04/12 14:56:56.116, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:57:01.116, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:57:06.117, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:57:11.117, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:57:16.118, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:57:21.118, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:57:26.119, 0, NVIDIA L40S, 100 %, 58 %, 20479 MiB, 46068 MiB
2026/04/12 14:57:31.119, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:57:36.119, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:57:41.120, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:57:46.120, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:57:51.121, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:57:56.121, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:58:01.122, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:58:06.122, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:58:11.123, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:58:16.123, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:58:21.123, 0, NVIDIA L40S, 97 %, 98 %, 20479 MiB, 46068 MiB
2026/04/12 14:58:26.124, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:58:31.124, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:58:36.125, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:58:41.125, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:58:46.126, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:58:51.126, 0, NVIDIA L40S, 94 %, 60 %, 20479 MiB, 46068 MiB
2026/04/12 14:58:56.126, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:59:01.127, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:59:06.127, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:59:11.128, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:59:16.128, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:59:21.128, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:59:26.129, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:59:31.129, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:59:36.130, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:59:41.130, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 14:59:46.131, 0, NVIDIA L40S, 90 %, 61 %, 20479 MiB, 46068 MiB
2026/04/12 14:59:51.131, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 14:59:56.131, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:00:01.132, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:00:06.132, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:00:11.133, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:00:16.133, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:00:21.133, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:00:26.134, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:00:31.134, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:00:36.135, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:00:41.135, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:00:46.136, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:00:51.136, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:00:56.136, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:01:01.137, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:01:06.137, 0, NVIDIA L40S, 86 %, 76 %, 20479 MiB, 46068 MiB
2026/04/12 15:01:11.138, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:01:16.138, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:01:21.139, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:01:26.139, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:01:31.139, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:01:36.140, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:01:41.140, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:01:46.141, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:01:51.141, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:01:56.142, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:02:01.142, 0, NVIDIA L40S, 98 %, 98 %, 20479 MiB, 46068 MiB
2026/04/12 15:02:06.142, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:02:11.143, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:02:16.143, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:02:21.144, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:02:26.144, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:02:31.145, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:02:36.145, 0, NVIDIA L40S, 100 %, 59 %, 20479 MiB, 46068 MiB
2026/04/12 15:02:41.146, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:02:46.146, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:02:51.146, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:02:56.147, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:03:01.147, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:03:06.148, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:03:11.148, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:03:16.149, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:03:21.149, 0, NVIDIA L40S, 100 %, 55 %, 20479 MiB, 46068 MiB
2026/04/12 15:03:26.149, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:03:31.150, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:03:36.150, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:03:41.151, 0, NVIDIA L40S, 100 %, 52 %, 20479 MiB, 46068 MiB
2026/04/12 15:03:46.151, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:03:51.152, 0, NVIDIA L40S, 100 %, 58 %, 20479 MiB, 46068 MiB
2026/04/12 15:03:56.152, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:04:01.152, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:04:06.153, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:04:11.154, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:04:16.154, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:04:21.155, 0, NVIDIA L40S, 96 %, 56 %, 20479 MiB, 46068 MiB
2026/04/12 15:04:26.155, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:04:31.155, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:04:36.156, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:04:41.156, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:04:46.157, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:04:51.157, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:04:56.158, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:05:01.158, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:05:06.158, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:05:11.159, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:05:16.159, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:05:21.160, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:05:26.160, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:05:31.161, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:05:36.161, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:05:41.161, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:05:46.162, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:05:51.162, 0, NVIDIA L40S, 100 %, 58 %, 20479 MiB, 46068 MiB
2026/04/12 15:05:56.163, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:06:01.163, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:06:06.164, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:06:11.164, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:06:16.165, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:06:21.165, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:06:26.165, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:06:31.166, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:06:36.166, 0, NVIDIA L40S, 98 %, 97 %, 20479 MiB, 46068 MiB
2026/04/12 15:06:41.167, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:06:46.167, 0, NVIDIA L40S, 100 %, 55 %, 20479 MiB, 46068 MiB
2026/04/12 15:06:51.168, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:06:56.168, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:07:01.169, 0, NVIDIA L40S, 100 %, 58 %, 20479 MiB, 46068 MiB
2026/04/12 15:07:06.169, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:07:11.169, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:07:16.170, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:07:21.170, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:07:26.171, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:07:31.171, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:07:36.172, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:07:41.172, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:07:46.172, 0, NVIDIA L40S, 100 %, 52 %, 20479 MiB, 46068 MiB
2026/04/12 15:07:51.173, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:07:56.173, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:08:01.174, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:08:06.174, 0, NVIDIA L40S, 100 %, 57 %, 20479 MiB, 46068 MiB
2026/04/12 15:08:11.174, 0, NVIDIA L40S, 98 %, 83 %, 20479 MiB, 46068 MiB
2026/04/12 15:08:16.175, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:08:21.175, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:08:26.176, 0, NVIDIA L40S, 98 %, 96 %, 20479 MiB, 46068 MiB
2026/04/12 15:08:31.176, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:08:36.177, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:08:41.177, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:08:46.177, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:08:51.178, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:08:56.178, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:09:01.179, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:09:06.179, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:09:11.180, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:09:16.180, 0, NVIDIA L40S, 100 %, 48 %, 20479 MiB, 46068 MiB
2026/04/12 15:09:21.180, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:09:26.181, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:09:31.181, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:09:36.182, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:09:41.182, 0, NVIDIA L40S, 99 %, 66 %, 20479 MiB, 46068 MiB
2026/04/12 15:09:46.183, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:09:51.183, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:09:56.183, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:10:01.184, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:10:06.184, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:10:11.185, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:10:16.185, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:10:21.186, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:10:26.186, 0, NVIDIA L40S, 100 %, 48 %, 20479 MiB, 46068 MiB
2026/04/12 15:10:31.186, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:10:36.187, 0, NVIDIA L40S, 100 %, 51 %, 20479 MiB, 46068 MiB
2026/04/12 15:10:41.187, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:10:46.188, 0, NVIDIA L40S, 100 %, 55 %, 20479 MiB, 46068 MiB
2026/04/12 15:10:51.188, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:10:56.189, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:11:01.189, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:11:06.189, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:11:11.190, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:11:16.190, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:11:21.191, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:11:26.191, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:11:31.192, 0, NVIDIA L40S, 98 %, 80 %, 20479 MiB, 46068 MiB
2026/04/12 15:11:36.192, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:11:41.192, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:11:46.193, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:11:51.193, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:11:56.194, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:12:01.194, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:12:06.195, 0, NVIDIA L40S, 100 %, 56 %, 20479 MiB, 46068 MiB
2026/04/12 15:12:11.195, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:12:16.195, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:12:21.196, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:12:26.196, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:12:31.197, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:12:36.197, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:12:41.198, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:12:46.198, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:12:51.198, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:12:56.199, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:13:01.199, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:13:06.200, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:13:11.200, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:13:16.200, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:13:21.201, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:13:26.201, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:13:31.202, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:13:36.202, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:13:41.203, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:13:46.203, 0, NVIDIA L40S, 86 %, 55 %, 20479 MiB, 46068 MiB
2026/04/12 15:13:51.204, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:13:56.204, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:14:01.204, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:14:06.205, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:14:11.205, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:14:16.206, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:14:21.206, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:14:26.206, 0, NVIDIA L40S, 100 %, 56 %, 20479 MiB, 46068 MiB
2026/04/12 15:14:31.207, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:14:36.207, 0, NVIDIA L40S, 100 %, 58 %, 20479 MiB, 46068 MiB
2026/04/12 15:14:41.208, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:14:46.208, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:14:51.208, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:14:56.209, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:15:01.210, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:15:06.210, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:15:11.211, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:15:16.211, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:15:21.211, 0, NVIDIA L40S, 99 %, 74 %, 20479 MiB, 46068 MiB
2026/04/12 15:15:26.212, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:15:31.212, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:15:36.213, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:15:41.213, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:15:46.214, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:15:51.214, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:15:56.214, 0, NVIDIA L40S, 100 %, 58 %, 20479 MiB, 46068 MiB
2026/04/12 15:16:01.215, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:16:06.215, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:16:11.216, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:16:16.216, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:16:21.216, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:16:26.217, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:16:31.217, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:16:36.218, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:16:41.218, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:16:46.219, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:16:51.219, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:16:56.219, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:17:01.220, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:17:06.220, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:17:11.221, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:17:16.221, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
2026/04/12 15:17:21.222, 0, NVIDIA L40S, 98 %, 100 %, 20479 MiB, 46068 MiB
2026/04/12 15:17:26.222, 0, NVIDIA L40S, 98 %, 99 %, 20479 MiB, 46068 MiB
