scope,pipeline,L,step,mean_nldd,nldd_se,mean_tas_t,tas_t_se,n_clean,bin_status
medium,v6,11,6,8.152594671176397,9.63802176129451,0.38745728163932625,0.009084736317716507,37,ok
medium,v6,11,7,10.64839605973301,9.82100611203216,0.35959268889167056,0.008181435410398051,37,ok
medium,v6,11,8,-6.7706180537389065,6.091307065386733,0.33018004487723696,0.00816067243091704,37,ok
medium,v6,11,9,-21.51175492679711,17.526911578321343,0.30265391659676305,0.007671448859674329,37,ok
medium,v6,11,10,85.14998220004097,51.97454695520408,0.2807072536409799,0.007281297048839035,37,ok
medium,v6,11,11,329.6975569833142,90.90391993924591,0.2657848224787526,0.006585859939852776,37,ok
hard,v6,3,1,,,1.0,0.0,35,ok
hard,v6,3,2,4.074885751296582,14.956909389263108,0.6946501100928626,0.01112142972928068,35,ok
hard,v6,3,3,624.0184448404924,292.62394217133277,0.5813391576781543,0.008582872445398933,35,ok
hard,v6,4,1,,,1.0,0.0,73,ok
hard,v6,4,2,-11.089734023936616,17.480597995540172,0.6962667895714029,0.00917616345987631,73,ok
hard,v6,4,3,31.264302501730942,26.47911047578719,0.5703233347834363,0.0074613584873638936,73,ok
hard,v6,4,4,701.3634327190756,260.3200562922504,0.5108688465649445,0.0060430966294488615,73,ok
hard,v6,5,1,,,1.0,0.0,98,ok
hard,v6,5,2,6.894555559896187,13.618109729986454,0.6897924106425538,0.009370587664428585,98,ok
hard,v6,5,3,-12.844122551900822,13.359647862375583,0.5629229610768763,0.006640244404753463,98,ok
hard,v6,5,4,-0.22617815571446445,10.992793960051277,0.49511042801287397,0.006636344951699404,98,ok
hard,v6,5,5,340.05795548944207,57.082354898981016,0.45371104358712405,0.006572705908601933,98,ok
hard,v6,6,1,,,1.0,0.0,79,ok
hard,v6,6,2,20.31753389422711,11.174688338551482,0.6945162745670144,0.009786194147431416,79,ok
hard,v6,6,3,8.675011222775986,8.895527732177051,0.5431697792191637,0.007230787680966879,79,ok
hard,v6,6,4,-4.198092747819602,12.231078291390444,0.4802135397628968,0.007229540231132241,79,ok
hard,v6,6,5,121.40301163701555,105.91060519861432,0.4369809887253573,0.006809648719009872,79,ok
hard,v6,6,6,358.5509802462582,85.04122447717992,0.40615880165605556,0.005991073072857938,79,ok
hard,v6,7,1,,,1.0,0.0,59,ok
hard,v6,7,2,-0.5898494623064638,5.047091580434926,0.6713328338273807,0.01302764360564864,59,ok
hard,v6,7,3,-1.1964614544827106,3.0413044774992426,0.5364135493660183,0.008921374323784176,59,ok
hard,v6,7,4,10.684048814078691,8.133782885806603,0.4692811678089189,0.007836369451356212,59,ok
hard,v6,7,5,10.891786575388162,6.81142737164656,0.42508234018061536,0.006625154547680276,59,ok
hard,v6,7,6,12.110090861536468,7.551830767435838,0.3857011536127743,0.0059735427642684915,59,ok
